Mazowieckie;Garwoliński;Pilawa;34669;Gocław;Szkolna 2/przy Szkole
Mazowieckie;Garwoliński;Pilawa;72976;Łucznica;Łucznica 16 (plac zabaw)
Mazowieckie;Garwoliński;Pilawa;3345;Pilawa;Letniskowa 2 (plac zabaw)
Mazowieckie;Garwoliński;Pilawa;72971;Pilawa;Jaźwiny 28: świetlica
Mazowieckie;Garwoliński;Pilawa;22976;Puznówka;Wiatraczna 101
Mazowieckie;Garwoliński;Pilawa;39017;Puznówka;Wiatraczna 101
Mazowieckie;Garwoliński;Pilawa;44299;Trąbki;Czarna Droga 7e
Mazowieckie;Garwoliński;Pilawa;62420;Trąbki;ul. Graniczna/przy Cmentarzu
Mazowieckie;Garwoliński;Pilawa;72975;Wygoda;Wygoda 75 (Świetlica Wiejska)
Mazowieckie;Garwoliński;Pilawa;20639;Żelazna;Żelazna 24b
Mazowieckie;Garwoliński;Sobolew;72817;Godzisz;Świetlica gminna
Mazowieckie;Garwoliński;Sobolew;73627;Godzisz;Świetlica gminna
Mazowieckie;Garwoliński;Sobolew;42879;Gończyce;Parkowa 18
Mazowieckie;Garwoliński;Sobolew;72667;Gończyce;NFZ
Mazowieckie;Garwoliński;Sobolew;72814;Gończyce;Parking na przeciwko szkoły
Mazowieckie;Garwoliński;Sobolew;73625;Gończyce;Parking na przeciwko szkoły
Mazowieckie;Garwoliński;Sobolew;72813;Kaleń Drugi;Rondo parking przy przystanku
Mazowieckie;Garwoliński;Sobolew;73633;Kaleń Drugi;Rondo parking przy przystanku
Mazowieckie;Garwoliński;Sobolew;72811;Kownacica;Świetlica gminna
Mazowieckie;Garwoliński;Sobolew;73635;Kownacica;Świetlica gminna
Mazowieckie;Garwoliński;Sobolew;9991;Przyłęk;Przyłęk 16/OSP
Mazowieckie;Garwoliński;Sobolew;1461;Sobolew;Rynek/OSP
Mazowieckie;Garwoliński;Sobolew;23642;Sobolew;Rynek/OSP
Mazowieckie;Garwoliński;Sobolew;72812;Sobolew;Kolejowa 2
Mazowieckie;Garwoliński;Sobolew;72818;Sobolew;Maciejowicka Parking przy boisku
Mazowieckie;Garwoliński;Sobolew;72819;Sobolew;Rynek 1: Parking Gmina
Mazowieckie;Garwoliński;Sobolew;73629;Sobolew;Rynek 1: Parking Gmina
Mazowieckie;Garwoliński;Sobolew;73632;Sobolew;Maciejowicka Parking przy boisku
Mazowieckie;Garwoliński;Sobolew;91036;Sobolew;Kościuszki 62/ przy Kościele
Mazowieckie;Garwoliński;Sobolew;91045;Sobolew;Kościuszki 62/ przy Kościele
Mazowieckie;Garwoliński;Sobolew;72816;Sokół;Szkoła Podstawowa
Mazowieckie;Garwoliński;Sobolew;73636;Sokół;Szkoła Podstawowa
Mazowieckie;Garwoliński;Trojanów;41475;Dębówka;Dębówka/Zespół Szkół
Mazowieckie;Garwoliński;Trojanów;3157;Korytnica;Korytnica/Kościół
Mazowieckie;Garwoliński;Trojanów;24806;Korytnica;Korytnica/OSP
Mazowieckie;Garwoliński;Trojanów;899;Trojanów;Trojanów 60
Mazowieckie;Garwoliński;Trojanów;17045;Trojanów;Żabianka 31
Mazowieckie;Garwoliński;Trojanów;20425;Trojanów;Trojanów/Biblioteka Publiczna
Mazowieckie;Garwoliński;Trojanów;39342;Trojanów;Trojanów 64
Mazowieckie;Garwoliński;Trojanów;58340;Trojanów;Życzyn 55
Mazowieckie;Garwoliński;Trojanów;87214;Wola Życka;Wola Życka 44
Mazowieckie;Garwoliński;Trojanów;87221;Wola Życka;Wola Życka 44
Mazowieckie;Garwoliński;Wilga;25039;Mariańskie Porzecze;Przystanek PKS
Mazowieckie;Garwoliński;Wilga;48582;Mariańskie Porzecze;Przystanek PKS
Mazowieckie;Garwoliński;Wilga;71018;Tarnów;Tarnów 31
